Threat_ShortTitle,Threat_Category,Threat_Description,Candidate_62443_ID,MappingBasis,RuleClassesHit,62443_ID,IEC_Title,IEC_Description
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.1 RE (1),Rule(Title/Description),authn_spoofing,CR 1.1 RE (1),Unique identification and authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.1 RE (2),Rule(Title/Description),authn_spoofing,CR 1.1 RE (2),Multifactor authentication for all interfaces,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.14,Rule(Title/Description),authn_spoofing,CR 1.14,Strength of symmetric key-based authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.14 RE (1),Rule(Title/Description),authn_spoofing,CR 1.14 RE (1),Hardware security for symmetric key-based authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.2,Rule(Title/Description),authn_spoofing,CR 1.2,Software process and device identification and authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.2 RE (1),Rule(Title/Description),authn_spoofing,CR 1.2 RE (1),Unique identification and authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.7,Rule(Title/Description),authn_spoofing,CR 1.7,Strength of password-based authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.9,Rule(Title/Description),authn_spoofing,CR 1.9,Strength of public key-based authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 1.9 RE (1),Rule(Title/Description),authn_spoofing,CR 1.9 RE (1),Hardware security for public key-based authentication,1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",CR 3.1 RE (1),Rule(Title/Description),authn_spoofing,CR 3.1 RE (1),Communication authentication,3
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",FR 1,Rule(Title/Description),authn_spoofing,FR 1,Identification and authentication control (IAC),1
Spoofing the {source.Name},S,"Spoofing the {source.Name} can result in undesired operation of the {target.Name}, leading to a bad patient outcome.  Suggest authenticating the {source.Name}.",NDR 1.6 RE (1),Rule(Title/Description),authn_spoofing,NDR 1.6 RE (1),Unique identification and authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.1,Rule(Title/Description),authn_spoofing,CR 1.1,Human user identification and authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.1 RE (1),Rule(Title/Description),authn_spoofing,CR 1.1 RE (1),Unique identification and authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.1 RE (2),Rule(Title/Description),authn_spoofing,CR 1.1 RE (2),Multifactor authentication for all interfaces,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.14,Rule(Title/Description),authn_spoofing,CR 1.14,Strength of symmetric key-based authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.14 RE (1),Rule(Title/Description),authn_spoofing,CR 1.14 RE (1),Hardware security for symmetric key-based authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.2,Rule(Title/Description),authn_spoofing,CR 1.2,Software process and device identification and authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.2 RE (1),Rule(Title/Description),authn_spoofing,CR 1.2 RE (1),Unique identification and authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.7,Rule(Title/Description),authn_spoofing,CR 1.7,Strength of password-based authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.9,Rule(Title/Description),authn_spoofing,CR 1.9,Strength of public key-based authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 1.9 RE (1),Rule(Title/Description),authn_spoofing,CR 1.9 RE (1),Hardware security for public key-based authentication,1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",CR 3.1 RE (1),Rule(Title/Description),authn_spoofing,CR 3.1 RE (1),Communication authentication,3
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",FR 1,Rule(Title/Description),authn_spoofing,FR 1,Identification and authentication control (IAC),1
Patient Table - Spoofing the {source.Name},S,"Spoofing the mechanism that controls table motion could result in undesired operation of the table, potentially resulting in direct physical injuries.",NDR 1.6 RE (1),Rule(Title/Description),authn_spoofing,NDR 1.6 RE (1),Unique identification and authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.1,Rule(Title/Description),authn_spoofing,CR 1.1,Human user identification and authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.1 RE (1),Rule(Title/Description),authn_spoofing,CR 1.1 RE (1),Unique identification and authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.1 RE (2),Rule(Title/Description),authn_spoofing,CR 1.1 RE (2),Multifactor authentication for all interfaces,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.14,Rule(Title/Description),authn_spoofing,CR 1.14,Strength of symmetric key-based authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.14 RE (1),Rule(Title/Description),authn_spoofing,CR 1.14 RE (1),Hardware security for symmetric key-based authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.2,Rule(Title/Description),authn_spoofing,CR 1.2,Software process and device identification and authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.2 RE (1),Rule(Title/Description),authn_spoofing,CR 1.2 RE (1),Unique identification and authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.7,Rule(Title/Description),authn_spoofing,CR 1.7,Strength of password-based authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.9,Rule(Title/Description),authn_spoofing,CR 1.9,Strength of public key-based authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 1.9 RE (1),Rule(Title/Description),authn_spoofing,CR 1.9 RE (1),Hardware security for public key-based authentication,1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",CR 3.1 RE (1),Rule(Title/Description),authn_spoofing,CR 3.1 RE (1),Communication authentication,3
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",FR 1,Rule(Title/Description),authn_spoofing,FR 1,Identification and authentication control (IAC),1
Image Detector - Spoofing the {source.Name},S,"A spoofed detector could send false data/images to {target.Name}, potentially leading to incorrect diagnosis.",NDR 1.6 RE (1),Rule(Title/Description),authn_spoofing,NDR 1.6 RE (1),Unique identification and authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.1,Rule(Title/Description),authn_spoofing,CR 1.1,Human user identification and authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.1 RE (1),Rule(Title/Description),authn_spoofing,CR 1.1 RE (1),Unique identification and authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.1 RE (2),Rule(Title/Description),authn_spoofing,CR 1.1 RE (2),Multifactor authentication for all interfaces,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.14,Rule(Title/Description),authn_spoofing,CR 1.14,Strength of symmetric key-based authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.14 RE (1),Rule(Title/Description),authn_spoofing,CR 1.14 RE (1),Hardware security for symmetric key-based authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.2,Rule(Title/Description),authn_spoofing,CR 1.2,Software process and device identification and authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.2 RE (1),Rule(Title/Description),authn_spoofing,CR 1.2 RE (1),Unique identification and authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.7,Rule(Title/Description),authn_spoofing,CR 1.7,Strength of password-based authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.9,Rule(Title/Description),authn_spoofing,CR 1.9,Strength of public key-based authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 1.9 RE (1),Rule(Title/Description),authn_spoofing,CR 1.9 RE (1),Hardware security for public key-based authentication,1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",CR 3.1 RE (1),Rule(Title/Description),authn_spoofing,CR 3.1 RE (1),Communication authentication,3
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",FR 1,Rule(Title/Description),authn_spoofing,FR 1,Identification and authentication control (IAC),1
EMR Spoofing,S,"Spoofing a Third-Party EMR may be used by an attacker which desires to obtain PHI relating to a patient, or to generate false medical record content thereby resulting in misdiagnosis, incorrect treatment, etc.",NDR 1.6 RE (1),Rule(Title/Description),authn_spoofing,NDR 1.6 RE (1),Unique identification and authentication,1
Tampering (v3),T,Threat was migrated from V3.,CR 3.1,CategoryFallback,,CR 3.1,Communication integrity,3
Tampering (v3),T,Threat was migrated from V3.,CR 4.2,CategoryFallback,,CR 4.2,Information persistence,4
Potential Lack of Input Validation for {target.Name},T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to a denial of service attack against {target.Name} or an elevation of privilege attack against {target.Name} or an information disclosure by {target.Name}. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,CR 3.5,Rule(Title/Description),"dos_availability,input_validation_xss_sql",CR 3.5,Input validation,3
Potential Lack of Input Validation for {target.Name},T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to a denial of service attack against {target.Name} or an elevation of privilege attack against {target.Name} or an information disclosure by {target.Name}. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,CR 7.1,Rule(Title/Description),"dos_availability,input_validation_xss_sql",CR 7.1,Denial of service protection,7
Potential Lack of Input Validation for {target.Name},T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to a denial of service attack against {target.Name} or an elevation of privilege attack against {target.Name} or an information disclosure by {target.Name}. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,CR 7.6,Rule(Title/Description),"dos_availability,input_validation_xss_sql",CR 7.6,Network and security configuration settings,7
Potential Lack of Input Validation for {target.Name},T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to a denial of service attack against {target.Name} or an elevation of privilege attack against {target.Name} or an information disclosure by {target.Name}. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,EDR 5.1,Rule(Title/Description),"dos_availability,input_validation_xss_sql",,,
Potential Lack of Input Validation for {target.Name},T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to a denial of service attack against {target.Name} or an elevation of privilege attack against {target.Name} or an information disclosure by {target.Name}. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,FR 7,Rule(Title/Description),"dos_availability,input_validation_xss_sql",FR 7,Resource availability (RA),7
{source.Name} Process Memory Tampered,T,"If {source.Name} is given access to memory, such as shared memory or pointers, or is given the ability to control what {target.Name} executes (for example, passing back a function pointer.), then {source.Name} can tamper with {target.Name}. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",CR 3.1,CategoryFallback,,CR 3.1,Communication integrity,3
{source.Name} Process Memory Tampered,T,"If {source.Name} is given access to memory, such as shared memory or pointers, or is given the ability to control what {target.Name} executes (for example, passing back a function pointer.), then {source.Name} can tamper with {target.Name}. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",CR 4.2,CategoryFallback,,CR 4.2,Information persistence,4
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,CR 2.11 RE (2),Rule(Title/Description),replay_integrity_transit,CR 2.11 RE (2),Protection of time source integrity,2
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,CR 3.1,Rule(Title/Description),replay_integrity_transit,CR 3.1,Communication integrity,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,CR 3.4,Rule(Title/Description),replay_integrity_transit,CR 3.4,Software and information integrity,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,CR 3.4 RE (2),Rule(Title/Description),replay_integrity_transit,CR 3.4 RE (2),Automated notification of integrity violations,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,CR 3.8,Rule(Title/Description),replay_integrity_transit,CR 3.8,Session integrity,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,CR 7.3 RE (1),Rule(Title/Description),replay_integrity_transit,CR 7.3 RE (1),Backup integrity verification,7
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,EDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,EDR 3.10 RE (1),Update authenticity and integrity,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,EDR 3.14,Rule(Title/Description),replay_integrity_transit,EDR 3.14,Integrity of the boot process,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,FR 3,Rule(Title/Description),replay_integrity_transit,FR 3,System integrity (SI),3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,HDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,HDR 3.10 RE (1),Update authenticity and integrity,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,HDR 3.14,Rule(Title/Description),replay_integrity_transit,HDR 3.14,Integrity of the boot process,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,NDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,NDR 3.10 RE (1),Update authenticity and integrity,3
Replay Attacks,T,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,NDR 3.14,Rule(Title/Description),replay_integrity_transit,NDR 3.14,Integrity of the boot process,3
Collision Attacks,T,"Attackers who can send a series of packets or messages may be able to overlap data. For example, packet 1 may be 100 bytes starting at offset 0. Packet 2 may be 100 bytes starting at offset 25. Packet 2 will overwrite 75 bytes of packet 1. Ensure you reassemble data before filtering it, and ensure you explicitly handle these sorts of cases.",CR 3.1,CategoryFallback,,CR 3.1,Communication integrity,3
Collision Attacks,T,"Attackers who can send a series of packets or messages may be able to overlap data. For example, packet 1 may be 100 bytes starting at offset 0. Packet 2 may be 100 bytes starting at offset 25. Packet 2 will overwrite 75 bytes of packet 1. Ensure you reassemble data before filtering it, and ensure you explicitly handle these sorts of cases.",CR 4.2,CategoryFallback,,CR 4.2,Information persistence,4
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
Risks from Logging,T,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
Authenticated Data Flow Compromised,T,An attacker can read or modify data transmitted over an authenticated dataflow.,CR 3.1,CategoryFallback,,CR 3.1,Communication integrity,3
Authenticated Data Flow Compromised,T,An attacker can read or modify data transmitted over an authenticated dataflow.,CR 4.2,CategoryFallback,,CR 4.2,Information persistence,4
Potential SQL Injection Vulnerability for {target.Name},T,SQL injection is an attack in which malicious code is inserted into strings that are later passed to an instance of SQL Server for parsing and execution. Any procedure that constructs SQL statements should be reviewed for injection vulnerabilities because SQL Server will execute all syntactically valid queries that it receives. Even parameterized data can be manipulated by a skilled and determined attacker.,CR 3.5,Rule(Title/Description),input_validation_xss_sql,CR 3.5,Input validation,3
Possible SQL Injection Vulnerability for {target.Name},T,SQL injection is an attack in which malicious code is inserted into strings that are later passed to an instance of SQL Server for parsing and execution. Any procedure that constructs SQL statements should be reviewed for injection vulnerabilities because SQL Server will execute all syntactically valid queries that it receives. Even parameterized data can be manipulated by a skilled and determined attacker.,CR 3.5,Rule(Title/Description),input_validation_xss_sql,CR 3.5,Input validation,3
XML DTD and XSLT Processing,T,"If a dataflow contains XML, XML processing threats (DTD and XSLT code execution) may be exploited.",CR 3.1,CategoryFallback,,CR 3.1,Communication integrity,3
XML DTD and XSLT Processing,T,"If a dataflow contains XML, XML processing threats (DTD and XSLT code execution) may be exploited.",CR 4.2,CategoryFallback,,CR 4.2,Information persistence,4
JavaScript Object Notation Processing,T,"If a dataflow contains JSON, JSON processing and hijacking threats may be exploited.",CR 3.1,CategoryFallback,,CR 3.1,Communication integrity,3
JavaScript Object Notation Processing,T,"If a dataflow contains JSON, JSON processing and hijacking threats may be exploited.",CR 4.2,CategoryFallback,,CR 4.2,Information persistence,4
Cross Site Scripting,T,The web server '{target.Name}' could be a subject to a cross-site scripting attack because it does not sanitize untrusted input.,CR 3.5,Rule(Title/Description),input_validation_xss_sql,CR 3.5,Input validation,3
Persistent Cross Site Scripting,T,The web server '{target.Name}' could be a subject to a persistent cross-site scripting attack because it does not sanitize data store '{source.Name}' inputs and output.,CR 3.5,Rule(Title/Description),input_validation_xss_sql,CR 3.5,Input validation,3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,CR 2.11 RE (2),Rule(Title/Description),replay_integrity_transit,CR 2.11 RE (2),Protection of time source integrity,2
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,CR 3.1,Rule(Title/Description),replay_integrity_transit,CR 3.1,Communication integrity,3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,CR 3.4,Rule(Title/Description),replay_integrity_transit,CR 3.4,Software and information integrity,3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,CR 3.4 RE (2),Rule(Title/Description),replay_integrity_transit,CR 3.4 RE (2),Automated notification of integrity violations,3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,CR 3.8,Rule(Title/Description),replay_integrity_transit,CR 3.8,Session integrity,3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,CR 7.3 RE (1),Rule(Title/Description),replay_integrity_transit,CR 7.3 RE (1),Backup integrity verification,7
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,EDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,EDR 3.10 RE (1),Update authenticity and integrity,3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,EDR 3.14,Rule(Title/Description),replay_integrity_transit,EDR 3.14,Integrity of the boot process,3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,FR 3,Rule(Title/Description),replay_integrity_transit,FR 3,System integrity (SI),3
The {target.Name} Data Store Could Be Corrupted,T,Data flowing across {flow.Name} may be tampered with by an attacker. This may lead to corruption of {target.Name}. Ensure the integrity of the data flow to the data store.,HDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,HDR 3.10 RE (1),Update authenticity and integrity,3
